player_id,player_number,player_first_name,player_last_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs
jakob-bojko,15,Jakob,Bojko,WR,1.85,72.83,80,176.37
jakub-halicki,34,Jakub,Halicki,S,1.8,70.87,85,187.39
jakub-mazan,23,Jakub,Mazan,WR,1.89,74.41,91,200.62
jakub-wasiel,7,Jakub,Wąsiel,WR,1.72,67.72,,
jakub-zmaczynski,94,Jakub,Zmaczyński,DT,1.86,73.23,120,264.55
jaleel-awini,12,Jaleel,Awini,WR/QB,1.92,75.59,95,209.44
jalen-conwell,4,Jalen,Conwell,RB,1.77,69.69,80,176.37
jalen-embry,11,Ja'len,Embry,CB,1.82,71.65,88,194.01
jamaal-white,31,Jamaal,White,S,1.87,73.62,90,198.42
jamal-okeke,6,Jamal,Okeke,CB,1.77,69.69,68,149.91
jamalcolm-liggins,5,Jamalcolm,Liggins,CB,1.88,74.02,92,202.83
jamarii-milliken,29,Jamarii,Milliken,CB,1.8,70.87,86,189.6
jamen-werneke,32,Jamen,Werneke,RB,1.75,68.9,77,169.76
jan-chmiel,42,Jan,Chmiel,DE,1.84,72.44,104,229.28
jan-grischenig,82,Jan,Grischenig,WR,1.71,67.32,85,187.39
jan-hendrik-hoffmeyer,73,Jan-Hendrik,Hoffmeyer,OL,2.08,81.89,142,313.06
jan-hendrik-koch,74,Jan-Hendrik,Koch,OL,1.98,77.95,160,352.74
jan-korkuc,83,Jan,Korkuć,WR,1.87,73.62,85,187.39
jan-mayerhofer,3,Jan,Mayerhofer,S,1.81,71.26,84,185.19
jan-mika-hesseln,20,Jan Mika,Hesseln,CB,1.81,71.26,83,182.98
jan-niclas-dalbeck,79,Jan-Niclas,Dalbeck,OL,2.01,79.13,137,302.03
jan-phillip-bombek,5,Jan-Phillip,Bombek,OLB,1.93,75.98,110,242.51
jan-raus,65,Jan,Raus,OL,1.85,72.83,131,288.81
jan-steiger,71,Jan,Steiger,OL,1.98,77.95,115,253.53
jan-szwej,24,Jan,Szwej,RB,1.83,72.05,89,196.21
jan-weinreich,12,Jan,Weinreich,QB,1.93,75.98,93,205.03
janek-wenke,97,Janek,Wenke,DE,1.94,76.38,110,242.51
janez-von-renesse,81,Janez,von Renesse,WR,1.85,72.83,82,180.78
janis-hackenberg,10,Janis,Hackenberg,RB,1.84,72.44,89,196.21
janis-kaiser,10,Janis,Kaiser,QB,1.83,72.05,87,191.8
janis-lou-scharmer,43,Janis Lou,Schmarmer,FB,1.7,66.93,86,189.6
jannik-loercks,13,Jannik,Lörcks,WR,1.83,72.05,83,182.98
jannik-nowak,6,Jannik,Nowak,QB,1.8,70.87,87,191.8
jannik-seibel,4,Jannik,Seibel,CB,1.9,74.8,95,209.44
jannik-werblow,69,Jannik,Werblow,OL,1.97,77.56,130,286.6
japhet-maleka-mbala,44,Japhet Maleka,Mbala,ILB,1.75,68.9,89,196.21
jared-stegman,10,Jared,Stegman,QB,1.88,74.02,91,200.62
jaroslaw-lewszyk,22,Jarosław,Lewszyk,LB,1.81,71.26,91,200.62
jason-aguemon,21,Jason,Aguemon,RB,1.79,70.47,93,205.03
jason-chikere,97,Jason,Chikere,DT,1.91,75.2,127,279.99
jason-eid,23,Jason,Eid,CB,1.8,70.87,80,176.37
jason-kuhn,68,Jason,Kühn,OL,1.87,73.62,126,277.78
jasper-small,9,Jasper,Small,QB,1.86,73.23,87,191.8
jaume-llinas,85,Jaume,Llinas,WR,1.7,66.93,73,160.94
javier-barrena,83,Javier,Barrena,RB/WR,,,,
javier-carrasco-sanz,2,Javier,Carrasco Sanz,S,1.8,70.87,100,220.46
javier-castanon,24,Javier,Castañón,TE,1.8,70.87,88,194.01
jean-charles-moukouri,6,Jean-Charles,Moukouri,RB,1.73,68.11,95,209.44
jean-claude-madin-cerezo,10,Jean-Claude,Madin Cerezo,WR,1.86,73.23,95,209.44
jean-constant,5,Jean,Constant,WR,1.75,68.9,84,185.19
jedrzej-rudnicki,70,Jedrzej,Rudnicki,OL,1.95,76.77,121,266.76
jeffery-asare,53,Jeffery,Asare,OL,1.91,75.2,130,286.6
jeffrey-juurlink,35,Jeffrey,Juurlink,DB,1.85,72.83,86,189.6
jens-appelt,15,Jens,Appelt,K,1.85,72.83,90,198.42
jens-hauser,10,Jens,Hauser,K,1.81,71.26,96,211.64
jens-vogt,61,Jens,Vogt,OL,1.9,74.8,130,286.6
jens-walter,88,Jens,Walter,TE,1.93,75.98,110,242.51
jeremy-lang,82,Jeremy,Lang,WR,1.9,74.8,90,198.42
jeremy-sarfo,45,Jeremy,Sarfo,FB,1.8,70.87,107,235.89
jeremy-sommerwerk,40,Jeremy,Sommerwerk,ILB,1.75,68.9,105,231.49
jermaine-brealy-jr,11,Jermaine,Brealy Jr.,CB,1.8,70.87,86,189.6
jessie-wegner,52,Jessie,Wegner,OL,1.93,75.98,110,242.51
jhonattan-silva-gomez,43,Jhonattan,Silva Gomez,LB,1.88,74.02,105,231.49
joachim-bachmann,69,Joachim,Bachmann,DL,1.98,77.95,157,346.13
joachim-christensen,75,Joachim,Christensen,OL,1.95,76.77,140,308.65
joan-carles-bartra,13,Joan Carles,Bartra,S,1.8,70.87,90,198.42
jocques-crawford,1,Jocques,Crawford,RB,1.83,72.05,100,220.46
joe-germinerio,9,Joe ,Germinerio,QB,1.89,74.41,100,220.46
joel-cabre,51,Joel,Cabré,OLB,1.85,72.83,91,200.62
joel-plum,69,Joel,Plum,OL,1.97,77.56,119,262.35
johann-gisli-hummel,32,Jóhann Gísli,Hummel,RB,1.83,72.05,91,200.62
johann-heuck,12,Johann,Heuck,QB,1.96,77.17,88,194.01
johannes-schutz,14,Johannes,Schütz,WR,1.81,71.26,88,194.01
john-levi-kruse,44,John Levi,Kruse,TE,1.94,76.38,110,242.51
john-uribe,13,John,Uribe,QB,182.0,7165.35,92,202.83
johosaphat-kendrick-danso,18,Johosaphat Kendrick,Danso,S,1.86,73.23,87,191.8
jonas-breme,83,Jonas,Breme,WR,1.76,69.29,86,189.6
jonas-hagerup,70,Jonas,Hagerup,OL,200.0,7874.02,137,302.03
jonas-schenderlein,26,Jonas,Schenderlein,K,1.86,73.23,75,165.35
jonas-schmelzer,17,Jonas,Schmelzer,QB,1.9,74.8,88,194.01
jonas-schultes,50,Jonas ,Schultes,ILB,1.9,74.8,110,242.51
jonas-tykfer,42,Jonas,Tykfer,LB,1.9,74.8,100,220.46
jonata-loria,9,Jonata,Loria,K/P,1.78,70.08,70,154.32
jonathan-dietze,28,Jonathan,Dietze,S,1.74,68.5,80,176.37
jonathan-michael-corradini,32,Jonathan Michael,Corradini,DB,1.71,67.32,,
jonathan-peppler,76,Jonathan,Peppler,OL,1.94,76.38,150,330.69
jonathan-sieveke,23,Jonathan,Sieveke,CB,1.88,74.02,75,165.35
jonell-patrice-pelie,53,Jonell Patrice,Pelie,LB,1.72,67.72,92,202.83
jordan-barlow,8,Jordan,Barlow,QB,1.85,72.83,97,213.85
jordan-bouah,4,Jordan,Bouah,WR,1.8,70.87,88,194.01
jordi-brugnani,23,Jordi,Brugnani,CB,1.83,72.05,80,176.37
jordi-torrededia,80,Jordi,Torrededia,WR,1.77,69.69,74,163.14
jorge-aparicio,97,Jorge,Aparicio,DE,1.91,75.2,115,253.53
jorge-felix-velasco,5,Jorge Félix,Velasco,S,1.73,68.11,80,176.37
jose-ariza,72,Jose Rafael,Ariza Paredes,OL,1.92,75.59,147,324.08
josef-fuksa,52,Josef,Fuksa,OL,2.07,81.5,135,297.62
josep-tricas,53,Josep,Tricas,LS,1.83,72.05,105,231.49
joshua-lang,83,Joshua,Lang,WR,1.85,72.83,82,180.78
joshua-mack,28,Joshua,Mack,RB,1.84,72.44,94,207.23
joshua-nikolai-jacob,26,Joshua Nikolai,Jacob,RB,1.75,68.9,90,198.42
joshua-olaiya,71,Joshua,Olaiya,OL,,,,
joshua-petersen,5,Joshua,Petersen,QB,1.96,77.17,100,220.46
joshua-poznanski,14,Joshua,Poznanski,S,1.9,74.8,98,216.05
joshua-sauren,47,Joshua,Sauren,LB,1.88,74.02,100,220.46
josip-gazibaric,41,Josip,Gazibaric,ILB,1.84,72.44,95,209.44
juan-hervas,82,Juan,Hervás,WR,1.81,71.26,72,158.73
julian-ampaw,34,Julian,Ampaw,RB,1.86,73.23,,
julian-jakob,21,Julian,Jakob,CB,1.82,71.65,78,171.96
julian-ludwig-mayorga,32,Julian,Ludwig-Mayorga,S,1.82,71.65,80,176.37
julian-perfler,55,Julian,Perfler,ILB,1.85,72.83,103,227.08
julian-volker,3,Julian,Völker,DE,1.99,78.35,115,253.53
julian-volling,15,Julian,Völling,WR,1.83,72.05,86,189.6
julian-zorz,5,Julian,Zorz,RB,1.84,72.44,93,205.03
junior-de-souza-briele,99,Junior,De Souza Briele,DT,1.87,73.62,122,268.96
junior-nkembi,19,Junior,Nkembi,S,1.86,73.23,,
justice-hansen,11,Justice,Hansen,QB,1.9,74.8,102,224.87
justin-rodney,33,Justin,Rodney,RB,1.74,68.5,85,187.39
justin-rogers,23,Justin,Rogers,CB,1.8,70.87,85,187.39
justin-schlesinger,10,Justin,Schlesinger,WR,1.8,70.87,75,165.35
justin-wiedelbach,24,Justin,Wiedelbach,K,1.83,72.05,93,205.03
justus-sleiman,58,Justus,Sleiman,DE,1.88,74.02,120,264.55
kaan-ozcan,21,Kaan,Özcan,RB,1.74,68.5,84,185.19
kaan-ozer,13,Kaan,Özer,WR,1.87,73.62,90,198.42
kacper-bogdanski,44,Kacper,Bogdański,TE/ FB,1.73,68.11,103,227.08
kacper-fiedziuk,14,Kacper,Fiedziuk,WR,1.96,77.17,98,216.05
kacper-oldak,49,Kacper,Ołdak,ILB,1.82,71.65,95,209.44
kacper-pawlak,56,Kacper,Pawlak,DL,1.82,71.65,115,253.53
kacper-rokicinski,20,Kacper,Rokiciński,CB,1.8,70.87,83,182.98
kadel-king,40,Kadel,King,LB,1.91,75.2,106,233.69
kai-hunter,22,Kai,Hunter,RB,1.76,69.29,85,187.39
kai-schiffer,18,Kai,Schiffer,WR,1.9,74.8,93,205.03
kai-wullbrandt,79,Kai,Wullbrandt,OL,2.0,78.74,126,277.78
kajetan-korzynski,68,Kajetan,Korżyński,OL,1.85,72.83,120,264.55
kalon-beverly,4,Kalon,Beverly,CB,1.87,73.62,83,182.98
kamil-kotlarz,28,Kamil,Kotlarz,RB,1.75,68.9,85,187.39
kamil-kur,71,Kamil,Kur,OL,1.84,72.44,107,235.89
kamil-muller,83,Kamil,Muller,WR,1.84,72.44,88,194.01
kamil-piatek,65,Kamil,Piątek,OL,1.86,73.23,130,286.6
kamil-ruta,6,Kamil,Ruta,OLB,1.87,73.62,112,246.92
karim-ben-el-ghali,24,Karim,Ben El Ghali,CB,1.8,70.87,80,176.37
karlis-brauns,54,Karlis,Brauns,DE,1.97,77.56,120,264.55
kasim-edebali,91,Kasim,Edebali,OLB,1.89,74.41,108,238.1
kasper-bongaerts,48,Kasper,Bongaerts,LB,1.83,72.05,90,198.42
kavontae-turpin,12,KaVontae,Turpin,WR,1.75,68.9,72,158.73
kay-wagner,97,Kay,Wagner,DT,1.85,72.83,128,282.19
keanu-ebanks,68,Keanu,Ebanks,OL,1.97,77.56,,
kelian-mouliom,83,Kelian,Mouliom,WR,1.87,73.62,85,187.39
kende-rathonyi,33,Kende,Rathonyi,RB,1.84,72.44,93,205.03
kenneth-komlan-soussoukpo,33,Kenneth Komlan,Soussoukpo,DB,1.9,74.8,90,198.42
kevin-bannasch,37,Kevin,Bannasch,S,1.83,72.05,89,196.21
kevin-foitzik,60,Kevin,Foitzik,OL,1.85,72.83,136,299.83
kevin-fortes,15,Kevin,Fortes,S,1.9,74.8,93,205.03
kevin-hummel,14,Kevin,Hummel,OLB,1.78,70.08,99,218.26
kevin-maier,99,Kevin,Maier,DE,1.93,75.98,108,238.1
kevin-meeder,23,Kevin,Meeder,DB,1.8,70.87,83,182.98
kevin-mwamba,87,Kevin,Mwamba,TE,1.87,73.62,118,260.15
kimi-linnainmaa,17,Kimi ,Linnainmaa ,WR,1.78,70.08,84,185.19
koku-giede,98,Koku,Giede,DE,1.93,75.98,110,242.51
kolin-hill,45,Kolin,Hill,DE,1.93,75.98,117,257.94
konrad-orzechowski,73,Konrad,Orzechowski,OL,1.98,77.95,125,275.58
konrad-paszkiewicz,51,Konrad,Paszkiewicz,DT,1.8,70.87,110,242.51
konrad-starczewski,40,Konrad,Starczewski,FB,1.8,70.87,125,275.58
konrad-stepien,58,Konrad,Stępień,OLB,1.84,72.44,104,229.28
konstantin-katz,31,Konstantin,Katz,CB,1.83,72.05,83,182.98
kris-wedderburn,11,Kris,Wedderburn,WR,1.88,74.02,95,209.44
krzysztof-wis,35,Krzysztof,Wis,OLB,1.92,75.59,100,220.46
kursad-pekun,20,Kürşad,Pekün,S,1.75,68.9,88,194.01
kwame-ofori,81,Kwame,Ofori,WR,1.92,75.59,95,209.44
kyle-kitchens,45,Kyle ,Kitchens,DE,1.88,74.02,118,260.15
kyle-sweet,17,Kyle,Sweet,WR,1.83,72.05,85,187.39
lamar-jordan,16,Lamar,Jordan II,WR,1.8,70.87,83,182.98
lance-leota,56,Lance,Leota,DT,1.85,72.83,140,308.65
lane-acheompong,78,Lane,Acheompong,OL,1.88,74.02,155,341.72
lars-hampel,61,Lars,Hampel,OL,1.84,72.44,145,319.67
lars-lennard-bardenhagen,49,Lars Lennard,Bardenhagen,ILB,1.86,73.23,100,220.46
lars-schiefer,24,Lars,Schiefer,CB,1.75,68.9,78,171.96
lars-steffen,29,Lars,Steffen,S,1.84,72.44,93,205.03
lasse-meyer,25,Lasse,Meyer,CB,1.81,71.26,85,187.39
lasse-rave,58,Lasse,Rave ,LB,1.83,72.05,97,213.85
laurin-wiegand,87,Laurin,Wiegand,TE,1.92,75.59,110,242.51
laurynas-orlovicius,92,Laurynas,Orlovicius,DT,1.91,75.2,138,304.24
lautaro-frecha,22,Lautaro,Frecha,S,1.88,74.02,95,209.44
lawrence-cornwall-baptiste,66,Lawrence,Cornwall-Baptiste,OL,1.95,76.77,140,308.65
leander-carstensen,20,Leander,Carstensen,RB,1.75,68.9,91,200.62
leander-wiegand,71,Leander,Wiegand,OL,1.96,77.17,137,302.03
lennart-weitz,58,Lennart,Weitz,OLB,1.8,70.87,95,209.44
lenny-sadzik,79,Lenny,Sadzik,OL,1.96,77.17,155,341.72
leo-kober,19,Leo,Kober,QB,1.85,72.83,87,191.8
leo-leeser,18,Leo,Leeser,DB,1.8,70.87,80,176.37
leon-balogh,1,Leon,Balogh,DE,1.94,76.38,110,242.51
leon-habich,73,Leon,Häbich,OL,1.9,74.8,125,275.58
leon-helm,44,Leon,Helm,FB,1.83,72.05,103,227.08
leon-huber,44,Leon,Huber,ILB,1.81,71.26,100,220.46
leon-kusterer,16,Leon,Kusterer,WR,1.8,70.87,80,176.37
leon-littfinski,,Leon,Littfinski,ILB,1.8,70.87,98,216.05
leon-michailidis,65,Leon Savvas,Michailidis,OL,1.85,72.83,160,352.74
leonhard-gerner,21,Leonhard,Gerner,CB,1.85,72.83,85,187.39
leroy-stryewski,86,LeRoy,Stryewski,TE,1.95,76.77,105,231.49
lesar-duran,13,Lesar,Duran,WR,1.93,75.98,97,213.85
lewis-thomas,63,Lewis,Thomas,OL,1.88,74.02,130,286.6
lion-deckwarth,32,Lion,Deckwarth,ILB,1.87,73.62,100,220.46
logan-moragne,22,Logan,Moragne,RB,1.83,72.05,89,196.21
long-hoang,49,Long,Hoang,LB,1.74,68.5,85,187.39
lorenz-regler,86,Lorenz,Regler,WR,1.95,76.77,85,187.39
lorenzo-deiana,59,Lorenzo,Deiana,OLB,1.9,74.8,118,260.15
louis-achaintre,40,Louis,Achaintre,ILB,1.88,74.02,100,220.46
louis-geyer,18,Louis,Geyer,WR,1.88,74.02,90,198.42
louis-muller,27,Louis,Müller,CB,1.77,69.69,88,194.01
louis-rieger,16,Louis,Rieger,DB,1.77,69.69,83,182.98
luc-schneider,24,Luc,Schneider,RB,1.71,67.32,85,187.39
luca-dohn,60,Luca,Dohn,OL,1.9,74.8,125,275.58
luca-faschian,12,Luca,Faschian,WR,1.89,74.41,87,191.8
luca-lampe,48,Luca,Lampe,LB,1.93,75.98,95,209.44
luca-sack,83,Luca,Sack,WR,1.8,70.87,82,180.78
luca-weis,24,Luca,Weis,RB,1.84,72.44,88,194.01
lucas-hebel,62,Luca,Hebel,OL,1.93,75.98,145,319.67
lucas-masero,20,Lucas,Masero,CB,1.73,68.11,80,176.37
lucas-richter,27,Lucas,Richter,S,1.85,72.83,90,198.42
lucas-thiem,72,Lucas,Thiem,OL,1.9,74.8,125,275.58
lucas-veluire,38,Lucas,Veluire,CB,1.83,72.05,88,194.01
lucky-ogbevoen,29,Lucky,Ogbevoen,OLB,1.9,74.8,100,220.46
ludvig-myren,30,Ludvig,Myren,OLB,1.88,74.02,97,213.85
luis-cereceda,6,Luis,Cereceda,P,1.77,69.69,81,178.57
luis-fiedler,57,Luis,Fiedler,OLB,1.8,70.87,92,202.83
luis-horvath,32,Luis,Horvath,S,1.8,70.87,90,198.42
luis-moreno,80,Luis,Moreno,WR,1.84,72.44,90,198.42
luis-muller-atzerodt,14,Luis,Müller Atzerodt,DB,1.81,71.26,77,169.76
luis-sanchez,83,Luis,Sánchez,WR,1.8,70.87,79,174.17
lukas-birkel,85,Lukas,Birkel,WR,1.85,72.83,85,187.39
lukas-bockay,,Lukáš,Bočkay,OL,1.99,78.35,138,304.24
lukas-fink,86,Lukas,Fink,WR,1.85,72.83,85,187.39
lukas-haslwanter,24,Lukas,Haslwanter,RB,1.84,72.44,90,198.42
lukas-holub,71,Lukas,Holub,OL,1.94,76.38,120,264.55
lukas-huster,8,Lukas,Huster,WR,1.88,74.02,84,185.19
lukas-oconnor,2,Lukas,O'Connor,QB,1.93,75.98,98,216.05
lukas-rebensdorf,35,Lukas,Rebensdorf,DB,1.88,74.02,87,191.8
lukas-rehder,89,Lukas,Rehder,WR,1.93,75.98,92,202.83
lukas-ruoss,3,Lukas,Ruoss,ILB,1.92,75.59,104,229.28
lukas-stingl,74,Lukas,Stingl,OL,1.86,73.23,115,253.53
lukas-von-stumpfeldt,4,Lukas,von Stumpfeldt,QB,1.88,74.02,89,196.21
lukasz-gembara,97,Łukasz,Gembara,DT,1.85,72.83,130,286.6
maceo-beard,42,Maceo,Beard,S,1.89,74.41,92,202.83
maciej-krupa,88,Maciej,Krupa,WR,1.8,70.87,80,176.37
madre-london,28,Madre,London,RB,1.85,72.83,97,213.85
majan-jelvani,8,Majan,Jelvani,CB,1.88,74.02,95,209.44
malcolm-washington,2,Malcolm,Washington,CB,1.87,73.62,86,189.6
malik-becker,61,Malik,Becker,OL,1.78,70.08,135,297.62
malik-stanley,2,Malik,Stanley,WR,1.9,74.8,102,224.87
mamadou-sy,55,Mamadou,Sy,DT,1.96,77.17,130,286.6
mandy-uwadilachi,95,Mandy,Uwadilachi,DT,1.87,73.62,121,266.76
manuel-jovic,90,Manuel,Jovic,DE,1.92,75.59,115,253.53
manuel-lortzing-martinez,79,Manuel,Lortzing Martinez,OL,1.88,74.02,136,299.83
marc-anthony-hor,90,Marc Anthony,Hor,DT,1.87,73.62,130,286.6
marc-kuppinger,77,Marc,Kuppinger,OL,1.91,75.2,128,282.19
marcel-behm,96,Marcel,Behm,DT,1.82,71.65,128,282.19
marcel-camenz,73,Marcel,Camenz,OL,1.8,70.87,137,302.03
marcel-dabo,23,Marcel,Dabo,CB,1.84,72.44,,
marcel-furst,98,Marcel,Fürst,DE,1.95,76.77,128,282.19
marcel-steffen,44,Marcel,Steffen,DE,1.87,73.62,100,220.46
marcel-ulbrich,18,Marcel,Ulbrich,K,1.85,72.83,89,196.21
marcin-osumek,26,Marcin,Osumek,DB,1.86,73.23,86,189.6
marco-fischer,51,Marco,Fischer,OL,1.93,75.98,128,282.19
marco-gudding,79,Marco,Gudding,OL,1.86,73.23,133,293.21
marco-schneider,4,Marco,Schneider,WR,1.7,66.93,80,176.37
marcos-schlabitz,35,Marcos,Schlabitz,S,1.85,72.83,90,198.42
marcus-tullio-lucas,46,Marcus,Tullio Lucas,DE,1.88,74.02,112,246.92
marek-stajer,70,Marek,Stajer,OL,1.77,69.69,133,293.21
marian-deininger,81,Marian,Deininger,WR,1.88,74.02,80,176.37
mario-flores,15,Mario,Flores,WR,1.81,71.26,86,189.6
marius-faust,66,Marius,Faust,OL,1.9,74.8,123,271.17
marius-kensy,44,Marius,Kensy,ILB,1.85,72.83,112,246.92
marius-makert,55,Marius,Makert,ILB,1.8,70.87,98,216.05
marius-mohr,62,Marius,Mohr,OL,1.95,76.77,130,286.6
marius-riepe,26,Marius,Riepe,CB,1.82,71.65,91,200.62
mark-andrew-adjei,51,Mark Andrew,Adjei,ILB,1.78,70.08,93,205.03
mark-gorelik,44,Mark,Gorelik,LB,1.82,71.65,90,198.42
mark-herndon,24,Mark,Herndon,RB,1.75,68.9,95,209.44
mark-scherenberg,46,Mark,Scherenberg,S,1.83,72.05,93,205.03
marko-vidovic,73,Marko,Vidović,OL,2.02,79.53,130,286.6
markus-hachenberg,85,Markus,Hachenberg,WR,1.91,75.2,101,222.67
markus-riedel,80,Markus,Riedel,WR,1.81,71.26,85,187.39
markus-schaberl,85,Markus,Schaberl,TE,1.98,77.95,115,253.53
marlon-mbaye,30,Marlon,Mbaye,CB,,,,
marloshawn-franklin-jr,25,Marloshawn,Franklin Jr. ,DB,1.8,70.87,83,182.98
martin-emos,86,Martin,Emos,WR,1.9,74.8,92,202.83
martin-pinter,45,Martin ,Pinter,OLB,1.9,74.8,105,231.49
martin-strauss,54,Martin,Strauß,ILB,1.85,72.83,104,229.28
marvin-amankwah,9,Marvin,Amankwah,TE,1.85,72.83,100,220.46
marvin-djomou-djoupa,21,Marvin,Djomou Djopa,S,1.79,70.47,94,207.23
marvin-pludra,88,Marvin,Pludra,TE,1.98,77.95,136,299.83
marvin-roben,60,Marvin,Röben,OL,2.0,78.74,180,396.83
marvin-rutsch,13,Marvin,Rutsch,WR,1.8,70.87,82,180.78
marvin-wappl,92,Marvin,Wappl,DT,1.86,73.23,100,220.46
matan-lockitch,57,Matan,Lockitch,OL,1.78,70.08,116,255.74
matej-bencek,72,Matej,Bencek,OL,1.93,75.98,121,266.76
mateusz-dymek,98,Mateusz,Dymek,DL,1.85,72.83,104,229.28
mateusz-dzioban,24,Mateusz,Dzioban,S,1.83,72.05,83,182.98
mateusz-glogowski,56,Mateusz,Głogowski,OL,1.86,73.23,130,286.6
mateusz-konwent,73,Mateusz,Konwent,OL,1.85,72.83,128,282.19
mateusz-samczuk,61,Mateusz,Samczuk,OL,1.97,77.56,159,350.53
mateusz-wojakiewicz,87,Mateusz,Wojakiewicz,TE,1.93,75.98,110,242.51
mathias-roll-hummelmose,75,Mathias Roll,Hummelmose,OL,1.98,77.95,122,268.96
matt-adam,11,Matt,Adam,QB,1.86,73.23,102,224.87
matthew-daltrey,56,Matthew,Daltrey,OL,1.85,72.83,127,279.99
matthias-banjaqui,30,Matthias,Banjaqui,OLB,1.88,74.02,98,216.05
matthias-spiegel,40,Matthias,Spiegel,ILB,1.8,70.87,95,209.44
matthias-stockamp,73,Matthias,Stockamp,OL,1.91,75.2,143,315.26
matz-peters,96,Matz,Peters,DL,1.89,74.41,113,249.12
max-bahr,77,Max,Bähr,OL,1.88,74.02,114,251.33
max-bruder,51,Max,Bruder,OL,2.13,83.86,148,326.28
max-ebsen,42,Max,Ebsen,WR/K,1.8,70.87,95,209.44
max-schmidt,45,Max,Schmidt,FB,1.83,72.05,100,220.46
max-siemssen,15,Max,Siemssen,WR,1.9,74.8,90,198.42
maxime-de-falcis,24,Maxime,De Falcis,S,1.83,72.05,93,205.03
maxime-roger,21,Maxime,Roger,S,1.76,69.29,80,176.37
maxime-roussel,66,Maxime,Roussel,OT,1.92,75.59,115,253.53
maxime-rouyer,9,Maxime,Rouyer,ILB,1.85,72.83,106,233.69
maximilian-eisenhut,14,Maximilian,Eisenhut,P,1.87,73.62,95,209.44
maximilian-fitz,47,Maximilian,Fitz,ILB,1.93,75.98,100,220.46
maximilian-kempchen,72,Maximilian,Kempchen,OL,1.92,75.59,113,249.12
maximilian-kranz,23,Maximilian,Kranz,CB,1.79,70.47,76,167.55
maximilian-loetz,98,Maximilian,Loetz,DL,1.93,75.98,135,297.62
maximilian-michael-donalies,85,Maximilian Michael,Donalies,TE,2.0,78.74,113,249.12
maximilian-mullner,99,Maximilian,Müllner,DT,1.85,72.83,126,277.78
maximilian-oebels,54,Maximilian,Oebels,ILB,1.8,70.87,98,216.05
maximilian-schmidt,54,Maximilian,Schmidt,OLB,1.89,74.41,98,216.05
maximilian-wessel,14,Maximilian,Wessel,S,1.81,71.26,92,202.83
maximillian-krauss,57,Maximilian,Krauss,ILB,1.86,73.23,105,231.49
mehmet-furkan-sarikatipoglu,32,Mehmet Furkan,Sarıkatipoğlu,K,1.83,72.05,108,238.1
mete-konya,95,Mete,Konya,DT,1.83,72.05,117,257.94
michael-bausch,8,Michael,Bausch,ILB,1.85,72.83,90,198.42
michael-birdsong,3,Michael,Birdsong,QB,1.95,76.77,105,231.49
michael-habetin,70,Michael,Habetin,OL,1.89,74.41,115,253.53
michael-hinterwirth-haider,57,Michael,Hinterwirth-Haider,OL,1.87,73.62,147,324.08
michael-kimpiabi,49,Michael,Kimpiabi,DT,1.95,76.77,138,304.24
michael-ofosuhene,85,Michael,Ofosuhene,WR,1.81,71.26,88,194.01
michael-sam,52,Michael,Sam,DE,1.88,74.02,116,255.74
michael-schachermayr,13,Michael,Schachermayr,WR,1.82,71.65,88,194.01
michael-starck,99,Michael,Starck,DT,1.98,77.95,120,264.55
michael-winterlik,16,Michael,Winterlik,QB,1.79,70.47,70,154.32
michal-faber,71,Michał ,Faber,DL,,,,
michal-goszczynski,84,Michał,Goszczyński,WR,1.97,77.56,92,202.83
michal-zieta,,Michał ,Zięta,WR,1.81,71.26,82,180.78
miguel-alessandro-boock,3,Miguel Alessandro,Boock,ILB,1.81,71.26,88,194.01
miguel-angel-kabankaya,78,Maiguel Angel,Kabankaya,OL,1.95,76.77,135,297.62
mikail-tatli,50,Mikail,Tatlı,ILB,1.88,74.02,106,233.69
mike-breuler,6,Mike,Breuler,WR,1.89,74.41,95,209.44
mike-taylor-iii,,Mike,Taylor III,DL,1.87,73.62,124,273.37
mikel-gomez,70,Mikel,Gómez,OL,1.88,74.02,132,291.01
milan-misic,92,Milan,Mišić,DL,1.88,74.02,117,257.94
milosz-mackow,10,Miłosz,Maćków,TE,1.76,69.29,103,227.08
mirko-parnow,51,Mirko,Parnow,LB,1.77,69.69,93,205.03
misiona-aiolupotea-pei,90,Misiona,Aiolupotea-Pei,DT,1.9,74.8,120,264.55
modeste-pooda,24,Modeste,Pooda,RB,1.75,68.9,85,187.39
mohamad-gafur,91,Mohamad,Gafur,DE,1.79,70.47,118,260.15
moritz-graul,47,Moritz,Graul,CB,1.87,73.62,90,198.42
moritz-herzel,23,Moritz,Herzel,RB,1.68,66.14,83,182.98
moritz-johannknecht,5,Moritz,Johannknecht,QB,1.88,74.02,91,200.62
moritz-maack,4,Moritz,Maack,QB,1.87,73.62,86,189.6
moritz-riedinger,17,Moritz,Riedinger,WR,1.89,74.41,88,194.01
moritz-scharr,84,Moritz,Scharr,WR,,,,
moritz-schmahel,90,Moritz,Schmahel,DT,1.88,74.02,120,264.55
moritz-schmidt,70,Moritz,Schmidt,OL,1.85,72.83,116,255.74
moritz-schnippe,19,Moritz,Schnippe,WR,1.85,72.83,85,187.39
moritz-thiele,15,Moritz,Thiele,CB,1.81,71.26,88,194.01
moriz-elmauthaler,42,Moriz,Elmauthaler,ILB,1.79,70.47,97,213.85
