season,game_id,team_id,team_name,loc,opponent_id,opponent_name,player_uni,player_name,player_short_name,player_check_name,player_GP,player_GS,player_pos,pass_comp,pass_att,pass_comp_pct,pass_yds,pass_tds,pass_int,pass_long,pass_ypa,pass_ypc,pass_cfb_qbr,pass_nfl_qbr,pass_sacks,pass_sacked_yds,pass_ny/a,pass_any/a,rush_att,rush_yds,rush_yds_gained,rush_yds_lost,rush_td,rush_long,rush_avg,rec_targets,rec_no,rec_yds,rec_avg,rec_tds,rec_long,rec_catch_pct,fumbles,fumbles_lost,defense_solo_tackles,defense_ast_tackles,defense_total_tackles,defense_solo_tfl,defense_ast_tfl,defense_tfl,defense_tfl_yds,defense_solo_sack,defense_ast_sack,defense_sacks,defense_qb_hits,defense_int,defense_int_yds,defense_int_td,defense_int_long,defense_pbu,defense_ff,defense_fr,defense_fr_yds,defense_fr_tds,defense_fr_long,defense_saf,defense_blkd,punt_no,punt_gross_yds,punt_gross_avg,punt_net_yds,punt_net_avg,punt_tb,punt_blkd,punt_fc,punt_50+,punt_inside_20,punt_long,ko_no,ko_yds,ko_ob,ko_tb,ko_fc_yds,ko_avg,fg_made,fg_att,fg_long,fg_blkd,fg_pct,xp_made,xp_att,xp_blkd,two_pt_pass_made,two_pt_pass_att,two_pt_rush_made,two_pt_rush_att,two_pt_rec_made,two_pt_rec_att,def_two_pt_fum_made,def_two_pt_fum_att,def_two_pt_kick_made,def_two_pt_kick_att,pr_no,pr_yds,pr_td,pr_long,pr_avg,kr_no,kr_yds,kr_td,kr_long,kr_avg,fgr_no,fgr_yds,fgr_td,fgr_long,fgr_avg
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,12,J. Mangel,J. Mangel,J. Mangel,1,0,,24.0,33.0,0.73,236.0,1.0,0.0,42.0,7.15,9.83,142.8,0.0,0.0,0.0,7.15,7.76,5.0,18.0,18.0,0.0,1.0,9.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,13,M. Czirók,M. Czirók,M. Czirók,1,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,17.0,8.5,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,19,Z. Sarok,Z. Sarok,Z. Sarok,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,0.0,163.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,2,S. Szöllösi,S. Szöllösi,S. Szöllösi,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,22,B. Abdelhalim Gamaleldin,B. Abdelhalim Gamaleldin,B. Abdelhalim Gamaleldin,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,23,H. Osei-Owusu,H. Osei-Owusu,H. Osei-Owusu,1,0,,,,,,,,,,,,,,,,,2.0,8.0,8.0,0.0,0.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,24,P. Baranyai,P. Baranyai,P. Baranyai,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,25,M. Jónás,M. Jónás,M. Jónás,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,46.0,0.0,18.0,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,27,P. Bakonyvári,P. Bakonyvári,P. Bakonyvári,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,3,B. Bodnár,B. Bodnár,B. Bodnár,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,6.0,3.0,0.0,3.0,9.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,33,K. Rathonyi,K. Rathonyi,K. Rathonyi,1,0,,,,,,,,,,,,,,,,,6.0,27.0,27.0,0.0,0.0,11.0,4.5,0.0,2.0,11.0,5.5,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,34,L. Tóth,L. Tóth,L. Tóth,1,0,,,,,,,,,,,,,,,,,2.0,5.0,5.0,0.0,0.0,4.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,38,H. Nielsen,H. Nielsen,H. Nielsen,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,4,R. Henrique,R. Henrique,R. Henrique,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,77.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,41,D. Novakov,D. Novakov,D. Novakov,1,0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,43,B. Hansel,B. Hansel,B. Hansel,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,5,B. Horváth,B. Horváth,B. Horváth,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,50,J. Regan,J. Regan,J. Regan,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,6.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,51,J. Zilai,J. Zilai,J. Zilai,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,8.0,1.0,1.0,1.5,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,55,M. Crenshaw,M. Crenshaw,M. Crenshaw,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,59,V. Nosza,V. Nosza,V. Nosza,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,7,H. Rowland,H. Rowland,H. Rowland,1,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,13.0,2.6,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,8,M. Gyarmati,M. Gyarmati,M. Gyarmati,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,82,N. Tóth,N. Tóth,N. Tóth,1,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,20.0,5.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,23.0,0.0,13.0,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,86,N. Robitaille,N. Robitaille,N. Robitaille,1,0,,,,,,,,,,,,,,,,,1.0,11.0,11.0,0.0,0.0,11.0,11.0,0.0,10.0,174.0,17.4,1.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,95,K. Szücs,K. Szücs,K. Szücs,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,97,L. Orlovicius,L. Orlovicius,L. Orlovicius,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fevv2401,VV,Vienna Vikings,H,FE,Fehervar Enthroners,98,P. Trembulyák,P. Trembulyák,P. Trembulyák,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,10,H. Kwofie,H. Kwofie,H. Kwofie,1,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,48.0,16.0,1.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,13,K. McKnight Jr.,K. McKnight Jr.,K. McKnight Jr.,1,1,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,65.0,21.666666666666668,1.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,44.0,0.0,22.0,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,17,G. Toonga,G. Toonga,G. Toonga,1,0,,,,,,,,,,,,,,,,,24.0,173.0,173.0,0.0,2.0,26.0,7.21,0.0,3.0,28.0,9.333333333333334,0.0,19.0,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,18,J. Clark,J. Clark,J. Clark,1,0,,19.0,29.0,0.66,237.0,2.0,1.0,48.0,8.17,12.47,150.03,0.0,0.0,0.0,8.17,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,19,B. Winter,B. Winter,B. Winter,1,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,9.0,4.5,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,2,O. Williams,O. Williams,O. Williams,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,49.0,0.0,26.0,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,27,L. Richter,L. Richter,L. Richter,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,3,L. Weitz,L. Weitz,L. Weitz,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,31,F. Simon,F. Simon,F. Simon,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,7.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,33,S. Van Santen,S. Van Santen,S. Van Santen,1,0,,,,,,,,,,,,,,,,,1.0,13.0,13.0,0.0,0.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,396.0,0.0,1.0,0.0,396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,4,J. Seibel,J. Seibel,J. Seibel,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,40,T. Anderson,T. Anderson,T. Anderson,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,43,P. Poetsch,P. Poetsch,P. Poetsch,1,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,19.0,9.5,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,44,M. Kensy,M. Kensy,M. Kensy,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,47,J. Wenke,J. Wenke,J. Wenke,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,49,T. Steins,T. Steins,T. Steins,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,5,M. Siemssen,M. Siemssen,M. Siemssen,1,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,50,S. Sale,S. Sale,S. Sale,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,6,S. Kendus,S. Kendus,S. Kendus,1,0,,,,,,,,,,,,,,,,,1.0,3.0,3.0,0.0,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,66,A. Holierhoek,A. Holierhoek,A. Holierhoek,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,7,T. Janssen,T. Janssen,T. Janssen,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,8,J. Schlesinger,J. Schlesinger,J. Schlesinger,1,0,,,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,49.0,12.25,0.0,18.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,87,F. Eichhorn,F. Eichhorn,F. Eichhorn,1,1,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,18.0,18.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,9,D. Nash,D. Nash,D. Nash,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,90,R. Feltes,R. Feltes,R. Feltes,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,91,A. Donkor,A. Donkor,A. Donkor,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,98,M. Parkinson,M. Parkinson,M. Parkinson,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,A,FG,Frankfurt Galaxy,99,H. Klages,H. Klages,H. Klages,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,H,FG,Frankfurt Galaxy,1,R. Rimmler,R. Rimmler,R. Rimmler,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,330.0,0.0,1.0,0.0,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,H,FG,Frankfurt Galaxy,11,No. Schumm,No. Schumm,N. Schumm,1,1,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,56.0,28.0,0.0,33.0,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,H,FG,Frankfurt Galaxy,13,M. Castle,M. Castle,M. Castle,1,1,,2.0,2.0,1.0,38.0,1.0,0.0,33.0,19.0,19.0,424.6,0.0,0.0,0.0,19.0,29.0,2.0,21.0,21.0,0.0,0.0,11.0,10.5,0.0,8.0,120.0,15.0,0.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,fgrf2402,RF,Rhein Fire,H,FG,Frankfurt Galaxy,14,J. Poznanski,J. Poznanski,J. Poznanski,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
