season,week,week_str,game_id,date,away_team_id,away_team_slug,away_team_name,home_team_id,home_team_slug,home_team_name,away_team_score,home_team_score,gamebook_url,is_game_over,is_game_tbd,has_game_started,stats_crew_game_id,old_game_id
2023,11,Week 11,640bcad106c9126799b78113,2023-08-13 09:25:00,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,,,,False,False,False,rfhd2311,230813-hamburg-sea-devils-rhein-fire
2023,11,Week 11,640bcad106c9126799b78114,2023-08-13 06:00:00,637d28a05a83d2285e2529cc,munich-ravens,Munich Ravens,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,,,,False,False,False,ssmr2311,230813-munich-ravens-stuttgart-surge
2023,11,Week 11,640bcad106c9126799b78115,2023-08-13 09:25:00,637d28a05a83d2285e2529cf,prague-lions,Prague Lions,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,,,,False,False,False,btpl2311,230813-prague-lions-berlin-thunder
2023,11,Week 11,640bcad106c9126799b78116,2023-08-13 06:00:00,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,,,,False,False,False,pwvv2311,230813-vienna-vikings-panthers-wroclaw
2023,12,Week 12,640bcad106c9126799b78117,2023-08-19 10:00:00,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,,,,False,False,False,pwbt2312,230819-berlin-thunder-panthers-wroclaw
2023,12,Week 12,640bcad106c9126799b78118,2023-08-18 17:00:00,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,637d28a05a83d2285e2529ca,leipzig-kings,Leipzig Kings,,,,False,False,False,lkcc2312,230819-cologne-centurions-leipzig-kings
2023,12,Week 12,640bcad106c9126799b78119,2023-08-19 10:00:00,637d28a05a83d2285e2529c5,fehervar-enthroners,Fehervar Enthroners,637d28a05a83d2285e2529cf,prague-lions,Prague Lions,,,,False,False,False,plfe2312,230819-fehervar-enthroners-prague-lions
2023,12,Week 12,640bcad106c9126799b7811a,2023-08-19 11:00:00,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,,,,False,False,False,vvrt2312,230819-raiders-tirol-vienna-vikings
2023,12,Week 12,640bcad106c9126799b7811b,2023-08-19 12:00:00,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,,,,False,False,False,bdss2312,230819-stuttgart-surge-barcelona-dragons
2023,12,Week 12,640bcad106c9126799b7811c,2023-08-20 06:00:00,637d28a05a83d2285e2529cb,milano-seamen,Milano Seamen,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,,,,False,False,False,fgms2312,230820-milano-seamen-frankfurt-galaxy
2023,12,Week 12,640bcad106c9126799b7811d,2023-08-20 06:00:00,637d28a05a83d2285e2529ce,paris-musketeers,Paris Musketeers,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,,,,False,False,False,hdpm2312,230820-paris-musketeers-hamburg-sea-devils
2023,12,Week 12,640bcad106c9126799b7811e,2023-08-20 09:25:00,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,637d28a05a83d2285e2529cc,munich-ravens,Munich Ravens,,,,False,False,False,mrrf2312,230820-rhein-fire-munich-ravens
2023,13,Week 13,640bcad106c9126799b7811f,2023-08-26 10:00:00,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,637d28a05a83d2285e2529ce,paris-musketeers,Paris Musketeers,,,,False,False,False,pmbd2313,230826-barcelona-dragons-paris-musketeers
2023,13,Week 13,640bcad106c9126799b78120,2023-08-26 11:00:00,637d28a05a83d2285e2529c5,fehervar-enthroners,Fehervar Enthroners,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,,,,False,False,False,vvfe2313,230826-fehervar-enthroners-vienna-vikings
2023,13,Week 13,640bcad106c9126799b78121,2023-08-26 12:00:00,637d28a05a83d2285e2529cc,munich-ravens,Munich Ravens,637d28a05a83d2285e2529cb,milano-seamen,Milano Seamen,,,,False,False,False,msmr2313,230826-munich-ravens-milano-seamen
2023,13,Week 13,640bcad106c9126799b78122,2023-08-26 11:00:00,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,,,,False,False,False,rtss2313,230826-stuttgart-surge-raiders-tirol
2023,13,Week 13,640bcad106c9126799b78123,2023-08-27 09:25:00,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,,,,False,False,False,hdfg2313,230827-frankfurt-galaxy-hamburg-sea-devils
2023,13,Week 13,640bcad106c9126799b78124,2023-08-26 17:00:00,637d28a05a83d2285e2529ca,leipzig-kings,Leipzig Kings,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,,,,False,False,False,btlk2313,230827-leipzig-kings-berlin-thunder
2023,13,Week 13,640bcad106c9126799b78125,2023-08-27 06:00:00,637d28a05a83d2285e2529cf,prague-lions,Prague Lions,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,,,,False,False,False,ccpl2313,230827-prague-lions-cologne-centurions
2023,13,Week 13,640bcad106c9126799b78126,2023-08-27 09:25:00,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,637d28a05a83d2285e2529c8,helvetic-guards,Helvetic Guards,,,,False,False,False,hgrf2313,230827-rhein-fire-helvetic-guards
2023,14,Week 14,640bcad106c9126799b78127,2023-09-02 10:00:00,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,637d28a05a83d2285e2529ce,paris-musketeers,Paris Musketeers,,,,False,False,False,pmcc2314,230902-cologne-centurions-paris-musketeers
2023,14,Week 14,640bcad106c9126799b78128,2023-09-02 12:00:00,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,637d28a05a83d2285e2529cb,milano-seamen,Milano Seamen,,,,False,False,False,msrt2314,230902-raiders-tirol-milano-seamen
2023,14,Week 14,640bcad106c9126799b78129,2023-09-03 06:00:00,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,637d28a05a83d2285e2529cc,munich-ravens,Munich Ravens,,,,False,False,False,mrbd2314,230903-barcelona-dragons-munich-ravens
2023,14,Week 14,640bcad106c9126799b7812a,2023-09-03 06:00:00,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,,,,False,False,False,bthd2314,230903-hamburg-sea-devils-berlin-thunder
2023,14,Week 14,640bcad106c9126799b7812b,2023-09-03 09:25:00,637d28a05a83d2285e2529c8,helvetic-guards,Helvetic Guards,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,,,,False,False,False,sshg2314,230903-helvetic-guards-stuttgart-surge
2023,14,Week 14,640bcad106c9126799b7812c,2023-09-03 09:25:00,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,637d28a05a83d2285e2529c5,fehervar-enthroners,Fehervar Enthroners,,,,False,False,False,fepw2314,230903-panthers-wroclaw-fehervar-enthroners
2023,14,Week 14,640bcad106c9126799b7812d,2023-09-03 09:25:00,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,,,,False,False,False,fgrf2314,230903-rhein-fire-frankfurt-galaxy
2023,14,Week 14,640bcad106c9126799b7812e,2023-09-03 09:25:00,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,637d28a05a83d2285e2529cf,prague-lions,Prague Lions,,,,False,False,False,plvv2314,230903-vienna-vikings-prague-lions
2023,15,Wild Card,640bcad106c9126799b7812f,,,tbd,Tbd,,tbd,Tbd,,,,True,True,False,xxxx23wc,tbd
2023,15,Wild Card,640bcad106c9126799b78130,,,tbd,Tbd,,tbd,Tbd,,,,True,True,False,xxxx23wc,tbd
2023,16,Semi Final,640bcad106c9126799b78131,,,tbd,Tbd,,tbd,Tbd,,,,True,True,False,xxxx23po,tbd
2023,16,Semi Final,640bcad106c9126799b78132,,,tbd,Tbd,,tbd,Tbd,,,,True,True,False,xxxx23po,tbd
2023,17,Championship Game,640bcad106c9126799b78133,,,tbd,Tbd,,tbd,Tbd,,,,True,True,False,xxxx23fi,tbd
